0.0, -131.0, 56.0, 13.0, 276.0, 280.0, 15748.0
0.01, -159.0, 46.0, -22.0, 128.0, 300.0, 15824.0
0.01, -129.0, 33.0, 4.0, 160.0, 388.0, 15812.0
0.01, -138.0, 30.0, -14.0, 124.0, 212.0, 15840.0
0.01, -144.0, 37.0, -13.0, 124.0, 248.0, 15764.0
0.01, -170.0, 42.0, 16.0, 148.0, 220.0, 15768.0
0.01, -142.0, 34.0, 23.0, 220.0, 148.0, 15824.0
0.01, -166.0, 33.0, -13.0, 256.0, 228.0, 15880.0
0.01, -148.0, 35.0, 16.0, 172.0, 304.0, 15868.0
0.01, -170.0, 16.0, -21.0, 148.0, 204.0, 15900.0
0.01, -135.0, 52.0, 36.0, 156.0, 260.0, 15844.0
0.01, -165.0, 52.0, 24.0, 124.0, 312.0, 15736.0
0.01, -132.0, 24.0, -18.0, 112.0, 224.0, 15956.0
0.01, -152.0, 22.0, 1.0, 164.0, 252.0, 15840.0
0.01, -149.0, 58.0, -7.0, 112.0, 288.0, 15748.0
0.01, -151.0, 46.0, 29.0, 228.0, 296.0, 15912.0
0.01, -159.0, 27.0, 2.0, 212.0, 192.0, 15960.0
0.01, -136.0, 50.0, 6.0, 184.0, 280.0, 15680.0
0.01, -168.0, 33.0, 2.0, 100.0, 236.0, 15788.0
0.01, -144.0, 16.0, 21.0, 60.0, 216.0, 15796.0
0.01, -129.0, 28.0, 23.0, 120.0, 208.0, 15744.0
0.01, -119.0, 27.0, 18.0, 312.0, 376.0, 15848.0
0.01, -140.0, 37.0, -21.0, 180.0, 244.0, 15920.0
0.01, -151.0, 32.0, 34.0, 144.0, 280.0, 15880.0
0.01, -143.0, 39.0, 14.0, 232.0, 296.0, 15828.0
0.01, -155.0, 37.0, 8.0, 192.0, 224.0, 15688.0
0.01, -168.0, 34.0, -21.0, 92.0, 204.0, 15864.0
0.01, -156.0, 64.0, 21.0, 124.0, 268.0, 15864.0
0.01, -139.0, 11.0, 22.0, 184.0, 116.0, 15780.0
0.01, -142.0, 35.0, 7.0, 220.0, 192.0, 15736.0
0.01, -129.0, 51.0, -6.0, 228.0, 320.0, 15820.0
0.01, -134.0, 40.0, -32.0, 216.0, 288.0, 15892.0
0.01, -153.0, 44.0, 21.0, 160.0, 168.0, 15836.0
0.01, -156.0, 53.0, 4.0, 252.0, 244.0, 15796.0
0.01, -144.0, 30.0, 8.0, 216.0, 156.0, 15884.0
0.01, -117.0, 28.0, -5.0, 108.0, 272.0, 15788.0
0.01, -142.0, 49.0, -33.0, 148.0, 220.0, 15864.0
0.01, -159.0, 26.0, -18.0, 172.0, 224.0, 15940.0
0.01, -151.0, 74.0, 17.0, 228.0, 268.0, 15808.0
0.01, -165.0, 60.0, 24.0, 196.0, 272.0, 15740.0
0.01, -134.0, 30.0, -17.0, 136.0, 332.0, 15856.0
